time,time,y,yaw_speed
1668702027.0,381930460.0,0.0,0.0
1668702027.0,481956580.0,0.0,0.0
1668702027.0,581917840.0,0.0,0.0
1668702027.0,681953235.0,0.0,-4.54501e-05
1668702027.0,781916892.0,0.0,0.0
1668702027.0,881951169.0,0.0,0.0
1668702027.0,981954346.0,0.0,0.0
1668702028.0,81955447.0,0.0,0.0
1668702028.0,181952089.0,0.0,0.0
1668702028.0,281949172.0,0.0,0.0
1668702028.0,381919985.0,0.0,0.0
1668702028.0,481925386.0,0.0,0.0
1668702028.0,581966859.0,0.0,0.0
1668702028.0,681918118.0,0.0,0.0
1668702028.0,781929343.0,0.0,0.0
1668702028.0,881934494.0,0.0,0.0
1668702028.0,981915044.0,0.0,0.0
1668702029.0,81928699.0,0.0,0.0
1668702029.0,181923437.0,0.0,0.0
1668702029.0,301953664.0,0.0,0.0
1668702029.0,401949327.0,0.0,0.0
1668702029.0,501979280.0,0.0,0.0
1668702029.0,601953872.0,0.0,0.0
1668702029.0,701990289.0,0.0,0.0
1668702029.0,801954170.0,0.0,0.0
1668702029.0,901929920.0,0.0,0.0
1668702030.0,1929012.0,0.0,0.0
1668702030.0,101921860.0,0.0,0.0
1668702030.0,201917023.0,0.0,0.0
1668702030.0,301911751.0,0.0,0.0
1668702030.0,401926143.0,0.0,0.0
1668702030.0,501912150.0,0.0,0.0
1668702030.0,601910526.0,0.0,0.0
1668702030.0,701876417.0,0.0,0.0
1668702030.0,801898091.0,0.0,0.0
1668702030.0,901925247.0,0.0,6.34408e-05
1668702031.0,1929596.0,0.0,0.0
1668702031.0,101959854.0,0.0,0.0
1668702031.0,201954516.0,0.0,0.0
1668702031.0,301942323.0,0.0,0.0
1668702031.0,401938498.0,0.0,0.0
1668702031.0,501930705.0,0.0,0.0
1668702031.0,601921273.0,0.0,0.0
1668702031.0,701931826.0,0.0,0.0
1668702031.0,801912797.0,0.0,0.0
1668702031.0,901948618.0,0.0,0.0
1668702032.0,1941572.0,0.0,0.0
1668702032.0,101951869.0,0.0,0.0
1668702032.0,201931617.0,0.0,0.0
1668702032.0,301934999.0,0.0,0.0
1668702032.0,401932658.0,0.0,0.0
1668702032.0,501960069.0,0.0,0.0
1668702032.0,601936841.0,0.0,0.0
1668702032.0,701949389.0,0.0,0.0
1668702032.0,801982293.0,0.0,0.0
1668702032.0,901953798.0,0.0,0.0
1668702033.0,1917449.0,0.0,0.0
1668702033.0,101935755.0,0.0,0.0
1668702033.0,201932197.0,0.0,0.0
1668702033.0,301934085.0,0.0,0.0
1668702033.0,401930637.0,0.0,0.0
1668702033.0,501912384.0,0.0,0.0
1668702033.0,601934223.0,0.0,0.0
1668702033.0,701953972.0,0.0,0.0
1668702033.0,801950679.0,0.0,0.0
1668702033.0,901962325.0,0.0,0.0
1668702034.0,1928678.0,0.0,0.0
1668702034.0,101928206.0,0.0,0.0
1668702034.0,221951837.0,0.0,0.0
1668702034.0,321952022.0,0.0,0.0
1668702034.0,421951355.0,0.0,0.0
1668702034.0,521911990.0,0.0,0.0
1668702034.0,621950677.0,0.0,0.0
1668702034.0,721950340.0,0.0,0.0
1668702034.0,821952315.0,0.0,0.0
1668702034.0,921952153.0,0.0,0.0
1668702035.0,21948113.0,0.0,0.0
1668702035.0,121961307.0,0.0,0.0
1668702035.0,221989656.0,0.0,0.0
1668702035.0,321954376.0,0.0,0.0
1668702035.0,421953843.0,0.0,0.0
1668702035.0,521950175.0,0.0,0.0
1668702035.0,621952449.0,0.0,0.0
1668702035.0,721991371.0,0.0,0.0
1668702035.0,821926252.0,0.0,0.0
1668702035.0,921950487.0,0.0,0.0
1668702036.0,21953428.0,0.0,0.0
1668702036.0,121948320.0,0.0,0.0
1668702036.0,221954113.0,0.0,0.0
1668702036.0,321954744.0,0.0,0.0
1668702036.0,421954903.0,0.0,0.0
1668702036.0,521971356.0,0.0,0.0
1668702036.0,621953113.0,0.0,0.0
1668702036.0,721952411.0,0.0,0.0
1668702036.0,821915651.0,0.0,0.0
1668702036.0,921921674.0,0.0,0.0
1668702037.0,21914653.0,0.0,0.0
1668702037.0,121940866.0,0.0,0.0
1668702037.0,221935283.0,0.0,0.0
1668702037.0,321936666.0,0.0,0.0
1668702037.0,421929669.0,0.0,0.0
1668702037.0,521927658.0,0.0,0.0
1668702037.0,621931376.0,0.0,0.0
1668702037.0,721931691.0,0.0,0.0
1668702037.0,821915644.0,0.0,0.0
1668702037.0,921916500.0,0.0,0.0
1668702038.0,21911684.0,0.0,0.0
1668702038.0,121916153.0,0.0,0.0
1668702038.0,221901263.0,0.0,0.0
1668702038.0,321891410.0,0.0,0.0
1668702038.0,421876525.0,0.0,0.0
1668702038.0,521892125.0,0.0,0.0
1668702038.0,621887389.0,0.0,0.0
1668702038.0,721932030.0,0.0,0.0
1668702038.0,821913747.0,0.0,0.0
1668702038.0,921922832.0,0.0,0.0
1668702039.0,21920357.0,0.0,0.0
1668702039.0,141944123.0,0.0,0.0
1668702039.0,241951950.0,0.0,0.0
1668702039.0,341957412.0,0.0,0.0
1668702039.0,441941535.0,0.0,0.0
1668702039.0,541955657.0,0.0,0.0
1668702039.0,641939559.0,0.0,0.0
1668702039.0,741942385.0,0.0,0.0
1668702039.0,841956933.0,0.0,0.0
1668702039.0,941945761.0,0.0,0.0
1668702040.0,41951799.0,0.0,0.0
1668702040.0,141990232.0,0.0,0.0
1668702040.0,241960202.0,0.0,0.0
1668702040.0,341944430.0,0.0,0.0
1668702040.0,441955229.0,0.0,0.0
1668702040.0,541946398.0,0.0,0.0
1668702040.0,641921396.0,0.0,0.0
1668702040.0,741929338.0,0.0,0.0
1668702040.0,841916418.0,0.0,0.0
1668702040.0,941910754.0,0.0,0.0
1668702041.0,41919679.0,0.0,0.0
1668702041.0,141964876.0,0.0,0.0
1668702041.0,241933910.0,0.0,0.0
1668702041.0,341971900.0,0.0,0.0
1668702041.0,441913943.0,0.0,0.0
1668702041.0,541932664.0,0.0,0.0
1668702041.0,641934052.0,0.0,0.0
1668702041.0,741934528.0,0.0,0.0
1668702041.0,841951556.0,0.0,0.0
1668702041.0,941933323.0,0.0,6.62814e-05
1668702042.0,41912460.0,0.0,0.0
1668702042.0,141955487.0,0.0,0.0
1668702042.0,241921198.0,0.0,0.0
1668702042.0,341952313.0,0.0,0.0
1668702042.0,441932097.0,0.0,0.0
1668702042.0,541915754.0,0.0,0.0
1668702042.0,641952923.0,0.0,0.0
1668702042.0,741951634.0,0.0,0.0
1668702042.0,841930505.0,0.0,0.0
1668702042.0,941929385.0,0.0,0.0
1668702043.0,41927477.0,0.0,0.0
1668702043.0,141931466.0,0.0,0.0
1668702043.0,241927461.0,0.0,0.0
1668702043.0,341933188.0,0.0,0.0
1668702043.0,441905660.0,0.0,0.0
1668702043.0,541911758.0,0.0,0.0
1668702043.0,641952640.0,0.0,0.0
1668702043.0,741912328.0,0.0,0.0
1668702043.0,841952358.0,0.0,0.0
1668702043.0,941972162.0,0.0,0.0
1668702044.0,61919951.0,0.0,0.0
1668702044.0,161932405.0,0.0,0.0
1668702044.0,261957881.0,0.0,0.0
1668702044.0,361933706.0,0.0,0.0
1668702044.0,461934246.0,0.0,0.0
1668702044.0,561967807.0,0.0,0.0
1668702044.0,661933182.0,0.0,0.0
1668702044.0,761936614.0,0.0,0.0
1668702044.0,861958614.0,0.0,0.0
1668702044.0,961953110.0,0.0,0.0
1668702045.0,61927200.0,0.0,0.0
1668702045.0,161931244.0,0.0,0.0
1668702045.0,261930132.0,0.0,0.0
1668702045.0,361952471.0,0.0,0.0
1668702045.0,461961225.0,0.0,0.00271091
1668702045.0,561935105.0,0.0,0.0156983
1668702045.0,661911581.0,0.0,0.0345335
1668702045.0,761926284.0,0.0,0.041976
1668702045.0,861916069.0,0.0,0.0307072
1668702045.0,961953158.0,0.0,0.0204828
1668702046.0,61928121.0,0.0,0.0131209
1668702046.0,161932881.0,0.0,0.0153337
1668702046.0,261935245.0,0.0,0.0162266
1668702046.0,361921729.0,0.0,0.00119117
1668702046.0,461935836.0,0.0,0.000454501
1668702046.0,561952512.0,0.0,-0.0026825
1668702046.0,661930251.0,0.0,-0.0102215
1668702046.0,761934630.0,0.0,-0.00947445
1668702046.0,861965289.0,0.0,-0.0135384
1668702046.0,961958583.0,0.0,-0.00297509
1668702047.0,61953311.0,0.0,-0.00930685
1668702047.0,161956923.0,0.0,0.00311712
1668702047.0,261951460.0,0.0,-0.00641793
1668702047.0,361955438.0,0.0,-0.000474385
1668702047.0,461953708.0,0.0,-0.000516048
1668702047.0,561958809.0,0.0,0.00210112
1668702047.0,661936092.0,0.0,0.00311333
1668702047.0,761957690.0,0.0,-0.00425337
1668702047.0,861937664.0,0.0,0.00438783
1668702047.0,961953996.0,0.0,0.00596627
1668702048.0,61955173.0,0.0,0.00585549
1668702048.0,161963511.0,0.0,0.00588863
1668702048.0,261990943.0,0.0,0.00476753
1668702048.0,361954574.0,0.0,0.0100416
1668702048.0,461957881.0,0.0,0.0113256
1668702048.0,561933643.0,0.0,0.0172019
1668702048.0,661956331.0,0.0,0.0161187
1668702048.0,781953358.0,0.0,0.0162636
1668702048.0,881951438.0,0.0,0.000385379
1668702048.0,981953261.0,0.0,0.0110841
1668702049.0,81916386.0,0.0,0.00916198
1668702049.0,181959443.0,0.0,0.00900859
1668702049.0,281955228.0,0.0,0.00700973
1668702049.0,381918849.0,0.0,-0.00211343
1668702049.0,481957241.0,0.0,0.00364264
1668702049.0,581992010.0,0.0,-0.00219391
1668702049.0,681953196.0,0.0,0.0090512
1668702049.0,781915243.0,0.0,0.00114572
1668702049.0,881935158.0,0.0,0.00016381
1668702049.0,981914280.0,0.0,-0.0102121
1668702050.0,81951404.0,0.0,-0.00308398
1668702050.0,181906781.0,0.0,-0.0029249
1668702050.0,281924355.0,0.0,0.00221569
1668702050.0,381953181.0,0.0,0.000838933
1668702050.0,481918786.0,0.0,-0.000774545
1668702050.0,581925135.0,0.0,0.00151406
1668702050.0,681932536.0,0.0,0.00143925
1668702050.0,781930079.0,0.0,-0.00147145
1668702050.0,881890779.0,0.0,0.000606001
1668702050.0,981898892.0,0.0,0.00322885
1668702051.0,81930223.0,0.0,-0.00635165
1668702051.0,181905475.0,0.0,0.00302338
1668702051.0,281952032.0,0.0,-0.00275257
1668702051.0,381934697.0,0.0,0.00161821
1668702051.0,481921691.0,0.0,0.00466905
1668702051.0,581915240.0,0.0,-0.00370418
1668702051.0,681942888.0,0.0,-0.00840259
1668702051.0,781924074.0,0.0,-0.0106855
1668702051.0,881915715.0,0.0,-0.0331805
1668702051.0,981914551.0,0.0,-0.0148698
1668702052.0,101932876.0,0.0,-0.0246472
1668702052.0,181936088.0,0.0,-0.00751631
1668702052.0,281919816.0,0.0,-0.00642456
1668702052.0,381878065.0,0.0,-0.0113995
1668702052.0,481924064.0,0.0,-0.00156613
1668702052.0,581923442.0,0.0,-0.0088675
1668702052.0,681919031.0,0.0,-0.0059426
1668702052.0,781939482.0,0.0,0.00872263
1668702052.0,881919896.0,0.0,0.0140043
1668702052.0,981955482.0,0.0,0.0140166
1668702053.0,81961535.0,0.0,0.0151084
1668702053.0,181916041.0,0.0,0.000936461
1668702053.0,281954573.0,0.0,0.00575985
1668702053.0,381929720.0,0.0,0.00773598
1668702053.0,481953684.0,0.0,-0.0017896
1668702053.0,581914314.0,0.0,-0.000404316
1668702053.0,701953365.0,0.0,0.00467
1668702053.0,801945988.0,0.0,0.00203768
1668702053.0,901953144.0,0.0,0.00531861
1668702054.0,1952276.0,0.0,0.00168071
1668702054.0,101952035.0,0.0,-0.000131616
1668702054.0,201952000.0,0.0,0.0013635
1668702054.0,301961094.0,0.0,0.00667832
1668702054.0,401928835.0,0.0,0.00730894
1668702054.0,501951661.0,0.0,-0.00287093
1668702054.0,601952157.0,0.0,-0.000661867
1668702054.0,701930792.0,0.0,-0.00326767
1668702054.0,801955763.0,0.0,0.00205946
1668702054.0,901950992.0,0.0,-0.00780795
1668702055.0,1953160.0,0.0,-0.00382633
1668702055.0,101926931.0,0.0,-0.0130565
1668702055.0,201954502.0,0.0,-0.00802289
1668702055.0,301936872.0,0.0,-0.00447494
1668702055.0,401953248.0,0.0,-0.00429409
1668702055.0,501929859.0,0.0,-0.0164671
1668702055.0,601928305.0,0.0,-0.0157466
1668702055.0,701956914.0,0.0,-0.015293
1668702055.0,801934508.0,0.0,-0.0131834
1668702055.0,901952052.0,0.0,-0.0102774
1668702056.0,1974227.0,0.0,-0.00539436
1668702056.0,101934270.0,0.0,0.0019714
1668702056.0,201953137.0,0.0,0.00312659
1668702056.0,301949056.0,0.0,0.0139702
1668702056.0,401950494.0,0.0,0.0105359
1668702056.0,501929070.0,0.0,0.00240128
1668702056.0,601932818.0,0.0,0.0085503
1668702056.0,701913793.0,0.0,0.011925
1668702056.0,801933684.0,0.0,0.0110179
1668702056.0,901915546.0,0.0,0.0128425
1668702057.0,1951377.0,0.0,0.00398446
1668702057.0,101952965.0,0.0,0.00630525
1668702057.0,201951270.0,0.0,0.00362559
1668702057.0,301912232.0,0.0,-0.00223463
1668702057.0,401928121.0,0.0,-0.0104109
1668702057.0,501928712.0,0.0,-0.000949718
1668702057.0,601926818.0,0.0,-0.00463117
1668702057.0,701927894.0,0.0,0.000333301
1668702057.0,801932459.0,0.0,-0.0131976
1668702057.0,901943527.0,0.0,-0.0191364
1668702058.0,1933359.0,0.0,-0.0313397
1668702058.0,101931354.0,0.0,-0.00460372
1668702058.0,201952226.0,0.0,-0.0163923
1668702058.0,301951739.0,0.0,-0.00472586
1668702058.0,401951933.0,0.0,-0.00238329
1668702058.0,501950876.0,0.0,0.00627969
1668702058.0,601934032.0,0.0,0.00217498
1668702058.0,701966099.0,0.0,0.0142382
1668702058.0,821912118.0,0.0,0.0225574
1668702058.0,921965033.0,0.0,0.0308786
1668702059.0,21953722.0,0.0,0.0388901
1668702059.0,121929808.0,0.0,0.0311475
1668702059.0,221947576.0,0.0,0.0270239
1668702059.0,321937699.0,0.0,0.0168402
1668702059.0,421933353.0,0.0,0.0183429
1668702059.0,521950822.0,0.0,0.0152097
1668702059.0,621919023.0,0.0,0.0145156
1668702059.0,721932264.0,0.0,0.00709495
1668702059.0,821953751.0,0.0,0.00360097
1668702059.0,921914261.0,0.0,0.00621719
1668702060.0,21956731.0,0.0,0.00573902
1668702060.0,121992061.0,0.0,0.00259066
1668702060.0,221951788.0,0.0,-0.00320802
1668702060.0,321928580.0,0.0,-0.00996967
1668702060.0,421915503.0,0.0,-0.0130981
1668702060.0,521933085.0,0.0,-0.0140071
1668702060.0,621929982.0,0.0,-0.0213634
1668702060.0,721928382.0,0.0,-0.0368259
1668702060.0,821910351.0,0.0,-0.0285512
1668702060.0,921916062.0,0.0,-0.0248413
1668702061.0,21959832.0,0.0,-0.029944
1668702061.0,121928961.0,0.0,-0.0299696
1668702061.0,221931826.0,0.0,-0.0217479
1668702061.0,321913113.0,0.0,-0.0298882
1668702061.0,421913729.0,0.0,-0.0145601
1668702061.0,521951444.0,0.0,-0.012138
1668702061.0,621928967.0,0.0,-0.00645675
1668702061.0,721930344.0,0.0,-0.00447115
1668702061.0,821917640.0,0.0,-0.00370892
1668702061.0,921901227.0,0.0,-0.00280086
1668702062.0,21985768.0,0.0,0.000392954
1668702062.0,121951444.0,0.0,0.016791
1668702062.0,221951553.0,0.0,0.0227695
1668702062.0,321953483.0,0.0,0.037003
1668702062.0,421995813.0,0.0,0.0247921
1668702062.0,521949532.0,0.0,0.0310907
1668702062.0,621955586.0,0.0,0.0342315
1668702062.0,721930662.0,0.0,0.0207432
1668702062.0,821951890.0,0.0,0.0358194
1668702062.0,921914118.0,0.0,0.0235024
1668702063.0,21917991.0,0.0,0.0220509
1668702063.0,121953312.0,0.0,0.0251027
1668702063.0,221954418.0,0.0,0.0130262
1668702063.0,321949466.0,0.0,0.0186544
1668702063.0,421968398.0,0.0,-0.005169
1668702063.0,521964348.0,0.0,-0.0053953
1668702063.0,621963301.0,0.0,-0.0119193
1668702063.0,721951593.0,0.0,-0.0159113
1668702063.0,821962858.0,0.0,-0.0157409
1668702063.0,921951943.0,0.0,-0.0140659
1668702064.0,41961909.0,0.0,-0.0123047
1668702064.0,141919136.0,0.0,-0.0168146
1668702064.0,241951699.0,0.0,-0.0120556
1668702064.0,341951007.0,0.0,-0.00190606
1668702064.0,441954217.0,0.0,-0.0100691
1668702064.0,541960306.0,0.0,-0.0107489
1668702064.0,641956061.0,0.0,-0.00711767
1668702064.0,741958145.0,0.0,-0.00847834
1668702064.0,841937261.0,0.0,-0.0100757
1668702064.0,941952286.0,0.0,-0.0188476
1668702065.0,41956690.0,0.0,-0.00830695
1668702065.0,141959590.0,0.0,-0.00241927
1668702065.0,241956572.0,0.0,-0.00476753
1668702065.0,341960040.0,0.0,-0.00249313
1668702065.0,441932255.0,0.0,-0.00857208
1668702065.0,541962394.0,0.0,-0.0147164
1668702065.0,641959651.0,0.0,-0.00299213
1668702065.0,741920721.0,0.0,-0.00557521
1668702065.0,841937529.0,0.0,-0.0229722
1668702065.0,941954848.0,0.0,-0.0100606
1668702066.0,41953935.0,0.0,-0.00810243
1668702066.0,141959528.0,0.0,-0.00880596
1668702066.0,241958669.0,0.0,0.00202632
1668702066.0,341954510.0,0.0,0.00131521
1668702066.0,441994280.0,0.0,-0.00153394
1668702066.0,541952705.0,0.0,-0.00369661
1668702066.0,641924594.0,0.0,0.00367294
1668702066.0,741949836.0,0.0,0.00648043
1668702066.0,841941045.0,0.0,0.00617742
1668702066.0,941940137.0,0.0,0.0130489
1668702067.0,41953679.0,0.0,0.00541992
