time,x,y,yaw
1666796248.8836594,1.466906274746654,-0.6579489797962259,1.434979588896868
1666796248.9936492,1.4668457601476677,-0.6580041698057932,1.4351033770330188
1666796249.0936956,1.4668593064230544,-0.6580605741852916,1.4350456020262428
1666796249.203665,1.4665006425203342,-0.657163370045415,1.4362441228505718
1666796249.2936795,1.4665157497744064,-0.6572184363996578,1.4361835066732298
1666796249.3936727,1.4668759533653801,-0.6580860680514413,1.4349666310047295
1666796249.493673,1.4669195935987753,-0.6579774388320654,1.434908535156167
1666796249.593652,1.4664681984088377,-0.6572058083625987,1.436359496282058
1666796249.6936371,1.4669356101791937,-0.6579505444037544,1.4349396839577406
1666796249.7936478,1.4665144526949487,-0.6571557204626881,1.4362567050603565
1666796249.8926327,1.4666125720385628,-0.6571594243518326,1.4367071045106896
1666796249.9927099,1.4666039953516625,-0.6571950218219406,1.4366633753268316
1666796250.0936391,1.4669003253852455,-0.6580271849055023,1.4349383820712371
1666796250.1936367,1.4664809974696522,-0.6571791817019259,1.4363363090841141
1666796250.2936637,1.466855584621582,-0.6580593124403582,1.4350081970771833
1666796250.3936374,1.4665906027807238,-0.6571978490084042,1.4367431386952183
1666796250.493639,1.4669115556585477,-0.6580269776167387,1.4348872339016925
1666796250.5936432,1.4669848065968638,-0.6580439115013234,1.435372439086521
1666796250.6936488,1.466493575759728,-0.6571452598386806,1.4362705706684693
1666796250.7936375,1.466925247404485,-0.6578663375255577,1.4349763150204917
1666796250.8936367,1.4664716986055921,-0.6570944799751621,1.436415970915836
1666796250.9936461,1.4668754690704848,-0.6579954669177026,1.4350234204898573
1666796251.09367,1.466899429802467,-0.6579312269000441,1.4349821837100936
1666796251.2037814,1.4665153089152352,-0.6572173801309977,1.4361473264238342
1666796251.3027132,1.4664756930042568,-0.6572572960566387,1.4363148491339102
1666796251.4036539,1.4665218565932083,-0.6571713872646993,1.4362349306508753
1666796251.5037382,1.4668763272643153,-0.6580301679950197,1.435021375222794
1666796251.6037374,1.4664983105184473,-0.6571461848870004,1.436305114219118
1666796251.7037284,1.466487349769644,-0.6571707519721226,1.4363295655025117
1666796251.8036742,1.4668519317885287,-0.6580000690093132,1.435053830994427
1666796251.9036922,1.4666138739432824,-0.6571879572961439,1.4366476297115969
1666796252.0037315,1.466927211090041,-0.6580022596964187,1.434815616263048
1666796252.1037302,1.4669000632399736,-0.6579483778508477,1.4349465104807262
1666796252.2036674,1.4669120768118546,-0.6579274336646341,1.4349269150673543
1666796252.3036618,1.4668624012389078,-0.6580096334565515,1.4350578164192092
1666796252.4037225,1.4664950586565149,-0.6571558847823128,1.436274602936955
1666796252.5037212,1.4668674067325398,-0.6580558851607927,1.4350093537259485
1666796252.603764,1.4668782323127283,-0.6580227275612033,1.4349536267306573
1666796252.7036705,1.466898864385187,-0.6579485108938603,1.4349860628148607
1666796252.8036578,1.4664901337899738,-0.6572618763823629,1.4362188179829767
1666796252.9036365,1.4668501267491791,-0.6580669160867441,1.435005782279621
1666796253.0036457,1.4665008071344319,-0.6571536602439798,1.4362380298716895
1666796253.1036577,1.4669607309301043,-0.6580197911780579,1.4354596128695318
1666796253.2036512,1.46690025639516,-0.6579801077880814,1.4349492670957695
1666796253.3136654,1.4669254478614333,-0.6579631092398208,1.4348778960858244
