time,x,y,yaw
1667402953.6841524,0.5872366227364909,-1.046376317496263,-0.696538733584166
1667402953.7841694,0.5871666497572805,-1.0461297867132981,-0.6964419140519551
1667402953.8841655,0.5873326804636749,-1.0465550522912566,-0.6971078081819546
1667402953.9841652,0.5873972739415878,-1.047239484564534,-0.6983669866724442
1667402954.0836775,0.5871360357670175,-1.0486093330543993,-0.6987842087746907
1667402954.174656,0.5871231720295342,-1.0496613730865676,-0.6984234352210019
1667402954.27469,0.5872839335720752,-1.0499100233949148,-0.6972066447392693
1667402954.3746855,0.5871356906881726,-1.0503598516328212,-0.6953064087355494
1667402954.4746644,0.5869376025948857,-1.0508810577649441,-0.6934272322237822
1667402954.5746555,0.5867233957599602,-1.0513077895920402,-0.691783824199633
1667402954.6745856,0.5865779590817813,-1.0515778537723453,-0.6905869009452672
1667402954.7736895,0.5865445064211687,-1.0517874522830872,-0.6906470230476429
1667402954.8736825,0.5863335657236703,-1.0521852590536356,-0.6906259708132325
1667402954.9746108,0.5861719357152334,-1.052406308472567,-0.6906295386002956
1667402955.0746114,0.5859532603110881,-1.052977566627517,-0.6902706385127761
1667402955.1745782,0.5860147812344759,-1.0537741913217034,-0.6906474074360556
1667402955.2736042,0.5863500176795828,-1.0538311872188795,-0.692444722110334
1667402955.3745797,0.5860337491579358,-1.0540663851697831,-0.6925449059608699
1667402955.474578,0.5862926596229451,-1.0538847943120981,-0.6918036489057626
1667402955.5746143,0.5865159352283611,-1.0537025461790446,-0.6899614194466466
1667402955.6745782,0.5867078567739918,-1.0535349745773366,-0.6869760847954562
1667402955.7745786,0.5874721305021489,-1.053266467344454,-0.685430727670316
1667402955.8746881,0.5879046596217709,-1.0527079500697285,-0.6854850186082935
1667402955.9747078,0.5878328564733497,-1.0521940362192623,-0.6860678238783002
1667402956.0747228,0.5875867877096284,-1.0519983431403683,-0.6860516428813608
1667402956.1747134,0.5870609975423644,-1.0516601857865326,-0.6854916090116434
1667402956.2747064,0.58681299742098,-1.0511957633637061,-0.6850066995069428
1667402956.3747041,0.5861525172283222,-1.0509441919606872,-0.6845439253452712
1667402956.4746902,0.5856773683420933,-1.0506431438204318,-0.6850804541363142
1667402956.5747116,0.5854535001057999,-1.050332991717326,-0.6862965146170263
1667402956.6747015,0.5847323967827545,-1.0502375319910708,-0.6863171667060743
1667402956.7746944,0.5844194269202893,-1.0501191256463052,-0.6865594305974916
1667402956.8747065,0.5840714465952503,-1.0500403164093899,-0.68637537582828
1667402956.9746835,0.5838627244397612,-1.050348136451329,-0.6861158929141411
1667402957.0747373,0.5839877371814837,-1.0506563500777266,-0.6859013066187845
1667402957.1746924,0.5840784765855371,-1.05051710920647,-0.6858914382506462
1667402957.274658,0.5843273608996191,-1.0500428682220964,-0.6859006012284488
1667402957.3747,0.5841001036517011,-1.0499651667231975,-0.6856548116939789
1667402957.4746966,0.5841914301657247,-1.0498101490621652,-0.6860441172293421
1667402957.5746896,0.584266784078399,-1.049838007172862,-0.6867691666582496
1667402957.6747322,0.584156305181281,-1.049987212188298,-0.6876149570264924
1667402957.774715,0.5839713431638963,-1.051111647750778,-0.6872129438955417
1667402957.8747034,0.5845959390649018,-1.0509588479544887,-0.68756001520597
1667402957.9745917,0.5851209529176713,-1.051371684494459,-0.6868283239900435
1667402958.0747244,0.5863607284270984,-1.054015378086792,-0.6882840169276436
1667402958.1747801,0.5884755827892133,-1.0575551891915125,-0.6895348461765591
1667402958.2747035,0.589136097940333,-1.056073984111264,-0.6902325021471556
1667402958.3737454,0.5894202111020006,-1.0531822643638056,-0.6913485358821092
1667402958.4747534,0.5896202184175701,-1.0534035219488385,-0.6907857016119792
1667402958.5747142,0.5894221317757078,-1.0525896170293434,-0.6904772720352257
1667402958.6747143,0.5887183443240666,-1.0517320337017078,-0.689438854198599
1667402958.774706,0.5884536503452192,-1.0519456861860248,-0.6880470852485843
1667402958.8747056,0.5885507489013555,-1.051960604034511,-0.6875609941569087
1667402958.9746804,0.5881464165778619,-1.0516177213643845,-0.686720112127128
1667402959.0741522,0.5878001624343199,-1.0518665046683382,-0.6876197587910868
1667402959.1740541,0.586841907442223,-1.0522987941808988,-0.6935426462119394
1667402959.2740815,0.5849469394364121,-1.0516987444629637,-0.6992332818933382
1667402959.3740788,0.5838144751182357,-1.051696335210606,-0.7003218892158123
1667402959.4740794,0.5826400619038228,-1.053024113940754,-0.6975953583877366
1667402959.5741644,0.5811643343248059,-1.053661619261993,-0.6955312983278308
1667402959.6740224,0.5814025958295406,-1.0539432234231936,-0.698868131846583
1667402959.7739766,0.581251179772825,-1.054644898740187,-0.7048913139444088
